name,year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,hurricane_class
              Jerry,1989,10,15,21,28.6,-94.8,hurricane,1.0,70,982,232,57,0
            Epsilon,2005,12,3,60,34.5,-46.2,hurricane,1.0,65,987,200,30,0
          Gabrielle,1989,9,3,20,16.8,-50.9,hurricane,3.0,105,935,214,56,1
              Maria,2005,9,7,12,35.6,-51.8,hurricane,1.0,75,980,375,150,0
             Gordon,2006,9,13,12,25.6,-57.9,hurricane,1.0,80,980,160,40,0
           Florence,2006,9,12,0,34.9,-64.1,hurricane,1.0,70,975,600,90,0
              Sally,2020,9,16,0,29.6,-88.0,hurricane,1.0,75,975,190,55,0
              Cindy,1999,8,27,12,27.8,-55.4,hurricane,2.0,90,970,233,63,0
              Lenny,1999,11,16,18,15.5,-69.0,hurricane,2.0,85,967,254,65,0
            Richard,2010,10,24,12,16.8,-86.3,hurricane,1.0,75,990,140,25,0
              Felix,2001,9,17,60,35.4,-31.7,hurricane,1.0,65,983,227,52,0
             Margot,2023,9,15,0,36.7,-39.1,hurricane,1.0,65,980,370,60,0
              Allen,1980,8,6,18,20.0,-80.1,hurricane,4.0,125,955,272,112,1
               Luis,1995,9,3,60,17.4,-51.8,hurricane,4.0,120,948,219,59,1
            Marilyn,1995,9,20,0,34.2,-66.8,hurricane,1.0,80,974,194,65,0
            Frances,2004,8,31,60,19.8,-62.1,hurricane,4.0,115,950,290,100,1
            Katrina,2005,8,29,18,31.1,-89.6,hurricane,1.0,80,948,280,80,0
               Dean,1989,8,6,18,32.4,-65.1,hurricane,2.0,85,971,205,62,0
               Elsa,2021,7,3,0,14.7,-65.1,hurricane,1.0,70,995,230,20,0
               Kirk,2024,10,2,12,17.8,-42.7,hurricane,1.0,75,979,310,30,0
               Karl,2004,9,20,0,16.8,-44.5,hurricane,3.0,110,951,240,60,1
            Edouard,1996,8,31,12,31.6,-70.3,hurricane,3.0,105,952,298,99,1
               Irma,2017,9,1,18,18.8,-38.5,hurricane,3.0,100,967,130,30,1
            Gilbert,1988,9,13,12,18.8,-81.1,hurricane,4.0,125,934,208,62,1
             Idalia,2023,8,30,12,30.0,-83.5,hurricane,3.0,100,954,240,35,1
              Felix,1995,8,17,18,36.5,-72.2,hurricane,1.0,65,973,199,53,0
                Ida,2021,8,28,60,23.5,-84.7,hurricane,1.0,70,987,140,20,0
             Helene,1988,9,24,12,17.4,-48.0,hurricane,4.0,115,948,264,73,1
               Hugo,1989,9,17,0,16.1,-60.4,hurricane,4.0,120,941,214,61,1
           Franklin,2017,8,10,0,20.3,-95.5,hurricane,1.0,75,981,220,30,0
              Doris,1975,9,1,12,34.9,-44.0,hurricane,1.0,75,984,218,59,0
               Fran,1996,8,29,18,18.6,-57.5,hurricane,1.0,65,988,200,46,0
           Hortense,1996,9,9,12,16.3,-65.0,hurricane,1.0,70,985,186,37,0
             Harvey,1981,9,16,0,33.2,-59.2,hurricane,2.0,90,970,202,59,0
              Felix,1995,8,16,0,33.5,-70.1,hurricane,1.0,70,963,201,58,0
           Florence,2006,9,12,18,38.5,-60.2,hurricane,1.0,65,977,600,120,0
             Milton,2024,10,8,0,21.8,-90.4,hurricane,5.0,145,902,140,45,1
             Arthur,2014,7,4,60,35.3,-76.0,hurricane,2.0,85,973,190,60,0
             Rafael,2024,11,8,18,24.6,-89.1,hurricane,1.0,80,973,150,45,0
             Leslie,2012,9,5,18,25.8,-62.7,hurricane,1.0,70,982,340,35,0
             Gloria,1985,9,24,0,21.5,-65.5,hurricane,2.0,95,956,284,102,0
                Sam,2021,10,3,0,35.8,-57.9,hurricane,3.0,100,954,400,100,1
            Edouard,1996,8,27,12,20.0,-58.1,hurricane,4.0,115,952,220,65,1
                Eta,2020,11,3,0,14.3,-82.5,hurricane,4.0,130,929,160,40,1
              Katia,2011,9,9,60,37.1,-68.4,hurricane,1.0,75,963,370,105,0
               Hugo,1989,9,18,18,19.1,-66.4,hurricane,3.0,105,958,220,61,1
             Gustav,2002,9,12,90,47.6,-58.6,hurricane,1.0,65,963,456,68,0
            Isidore,1990,9,12,0,33.1,-49.5,hurricane,1.0,75,979,231,58,0
              Felix,1995,8,11,0,18.9,-52.4,hurricane,1.0,65,987,200,40,0
           Franklin,2023,8,31,12,35.1,-62.6,hurricane,2.0,85,964,260,80,0
           Hortense,1996,9,12,0,22.3,-71.1,hurricane,3.0,100,967,310,124,1
               Bret,1999,8,23,60,27.0,-97.9,hurricane,1.0,80,963,221,67,0
             Gordon,1994,11,18,12,33.7,-75.7,hurricane,1.0,70,984,270,51,0
              Katia,2011,9,10,60,42.2,-56.1,hurricane,1.0,75,956,450,120,0
               Igor,2010,9,15,18,19.8,-55.3,hurricane,4.0,115,942,350,90,1
             Nicole,1998,11,30,18,34.3,-39.3,hurricane,1.0,70,984,341,72,0
            Gonzalo,2014,10,19,12,47.8,-50.1,hurricane,1.0,70,970,360,120,0
            Georges,1980,9,8,18,48.0,-46.9,hurricane,1.0,65,993,451,72,0
             Leslie,2018,10,10,0,29.8,-42.7,hurricane,1.0,65,981,360,20,0
          Gabrielle,1989,9,10,0,39.1,-60.3,hurricane,1.0,65,990,209,58,0
               Nate,2017,10,8,52,30.4,-89.0,hurricane,1.0,65,984,170,30,0
                Sam,2021,9,28,60,16.9,-53.5,hurricane,4.0,115,952,180,60,1
            Lorenzo,2019,9,30,12,29.2,-43.2,hurricane,2.0,90,955,470,150,0
           Nicholas,2021,9,14,0,28.0,-96.2,hurricane,1.0,65,988,170,45,0
            Joaquin,2015,10,1,18,23.0,-74.2,hurricane,4.0,115,936,270,75,1
             Bertha,2008,7,12,60,29.5,-62.5,hurricane,1.0,80,976,220,60,0
                Bob,1991,8,19,0,34.6,-75.3,hurricane,2.0,95,957,189,58,0
           Humberto,2001,9,27,60,42.4,-51.3,hurricane,1.0,65,991,503,104,0
             Bonnie,1992,9,19,60,34.4,-57.4,hurricane,1.0,80,976,192,62,0
              Belle,1976,8,8,12,28.1,-75.1,hurricane,2.0,95,959,221,64,0
               Opal,1995,10,3,12,22.8,-91.6,hurricane,1.0,80,968,372,115,0
              Irene,1981,9,28,60,25.8,-56.8,hurricane,3.0,105,966,220,61,1
           Humberto,1995,8,27,12,24.1,-48.2,hurricane,1.0,70,984,214,55,0
               Ivan,2004,9,12,18,19.1,-82.1,hurricane,4.0,130,920,270,125,1
                Ike,2008,9,8,20,21.1,-75.7,hurricane,4.0,115,945,265,90,1
               Hugo,1989,9,20,0,23.5,-69.3,hurricane,2.0,90,957,221,64,0
             Gloria,1976,10,1,60,35.3,-54.8,hurricane,2.0,85,988,262,72,0
           Humberto,1995,8,23,60,14.9,-38.3,hurricane,1.0,65,987,183,40,0
            Gonzalo,2014,10,13,14,17.1,-61.8,hurricane,1.0,65,990,130,15,0
                Lee,2017,9,27,0,29.9,-55.1,hurricane,2.0,95,970,90,35,0
               Omar,2008,10,17,18,30.1,-54.4,hurricane,1.0,65,985,165,20,0
               Joan,1988,10,22,60,11.9,-83.2,hurricane,4.0,125,932,296,90,1
               Lisa,2004,10,2,12,41.6,-39.1,hurricane,1.0,65,987,130,20,0
            Michael,2018,10,10,12,29.0,-86.3,hurricane,4.0,125,934,260,65,1
              Felix,1995,8,19,0,36.6,-68.1,hurricane,1.0,70,970,202,58,0
              Allen,1980,8,7,12,21.0,-84.8,hurricane,5.0,155,910,302,118,1
               Fran,1996,9,5,12,31.0,-77.2,hurricane,3.0,100,954,204,66,1
               Kyle,2002,9,27,0,27.5,-59.5,hurricane,1.0,75,980,227,68,0
              Katia,2017,9,7,18,21.6,-94.6,hurricane,1.0,70,982,90,20,0
               Erin,1995,8,1,18,26.3,-77.7,hurricane,1.0,75,980,209,59,0
            Lorenzo,2019,9,28,12,22.0,-44.9,hurricane,3.0,105,957,380,90,1
             Fabian,2003,9,1,0,18.3,-54.3,hurricane,4.0,120,945,211,59,1
             Isabel,2003,9,16,18,27.4,-71.2,hurricane,2.0,95,959,223,62,0
              Emily,1993,8,28,12,27.4,-66.9,hurricane,1.0,75,981,221,67,0
           Humberto,2019,9,17,60,30.5,-74.7,hurricane,2.0,85,964,230,60,0
             Bonnie,1992,9,21,18,37.5,-52.3,hurricane,2.0,95,965,179,46,0
              David,1979,8,29,18,15.3,-61.6,hurricane,4.0,125,933,217,61,1
            Lorenzo,2019,9,25,18,14.4,-36.0,hurricane,1.0,80,979,300,35,0
             Dorian,2019,9,6,12,35.2,-75.6,hurricane,2.0,85,956,340,100,0
            Frances,1992,10,25,0,33.8,-56.2,hurricane,1.0,70,978,466,103,0
            Michael,2000,10,18,0,30.4,-70.9,hurricane,1.0,65,988,250,55,0
             Jeanne,2004,9,21,60,27.6,-70.2,hurricane,1.0,75,972,195,75,0
             Gloria,1979,9,12,18,33.2,-47.8,hurricane,2.0,85,975,157,45,0
             Harvey,1981,9,15,0,28.4,-62.6,hurricane,4.0,115,946,220,62,1
             Bertha,1990,7,31,60,37.5,-66.5,hurricane,1.0,65,975,236,56,0
            Charley,1992,9,25,18,35.9,-33.2,hurricane,1.0,75,976,239,62,0
                Sam,2021,10,3,12,37.3,-55.4,hurricane,2.0,85,964,400,60,0
               Hugo,1989,9,18,13,18.3,-65.6,hurricane,3.0,110,946,218,62,1
             Nicole,2022,11,10,74,27.6,-80.3,hurricane,1.0,65,980,570,20,0
             Rafael,2024,11,8,0,24.6,-86.6,hurricane,2.0,90,966,180,45,0
             Nicole,2022,11,10,60,27.3,-79.8,hurricane,1.0,65,980,570,20,0
             Isabel,2003,9,14,60,23.2,-64.6,hurricane,4.0,135,939,208,62,1
             Helene,2018,9,11,18,16.8,-34.6,hurricane,2.0,90,970,190,50,0
             Gustav,1990,8,29,60,22.9,-57.8,hurricane,1.0,70,984,228,58,0
            Alberto,2000,8,7,60,16.0,-39.6,hurricane,1.0,80,978,170,33,0
            Ophelia,2017,10,12,0,29.9,-35.8,hurricane,1.0,70,986,120,35,0
               Elsa,2021,7,3,60,15.7,-67.9,hurricane,1.0,65,998,210,20,0
             Gloria,1979,9,14,60,38.5,-39.5,hurricane,1.0,75,980,232,59,0
           Humberto,2013,9,11,18,17.4,-28.9,hurricane,1.0,80,979,190,40,0
               Erin,1995,8,1,12,25.5,-76.3,hurricane,1.0,75,985,211,58,0
             Milton,2024,10,10,12,29.0,-79.5,hurricane,1.0,65,983,390,50,0
          Gabrielle,1989,9,5,12,20.6,-57.2,hurricane,4.0,125,941,384,107,1
             Paloma,2008,11,7,60,17.4,-81.7,hurricane,1.0,65,985,105,25,0
               Jose,2017,9,18,0,31.9,-71.6,hurricane,1.0,80,972,310,90,0
               Fred,2009,9,10,0,14.8,-33.5,hurricane,2.0,95,965,180,45,0
             Nadine,2012,9,16,60,30.6,-45.4,hurricane,1.0,65,984,300,40,0
              Klaus,1984,11,9,0,20.4,-60.8,hurricane,1.0,80,982,242,55,0
              Tomas,2010,10,30,20,13.4,-61.2,hurricane,2.0,85,987,170,20,0
               Lili,1996,10,26,0,38.1,-41.0,hurricane,1.0,75,975,555,124,0
           Humberto,1995,8,29,18,30.6,-48.9,hurricane,1.0,75,979,234,62,0
              Maria,2017,9,23,18,25.9,-72.3,hurricane,3.0,100,952,350,85,1
           Danielle,1998,9,2,12,36.0,-65.4,hurricane,1.0,70,975,213,57,0
             Bertha,1996,7,12,60,31.2,-78.6,hurricane,1.0,70,984,207,58,0
               Fran,1996,9,4,0,25.7,-73.1,hurricane,2.0,95,961,304,124,0
           Humberto,2001,9,25,18,39.2,-61.6,hurricane,1.0,65,990,306,67,0
              Debby,2000,8,22,30,17.1,-60.9,hurricane,1.0,70,991,211,45,0
              Cindy,1999,8,30,60,34.7,-55.5,hurricane,2.0,90,970,227,64,0
             Milton,2024,10,9,82,24.3,-85.4,hurricane,5.0,140,907,220,50,1
               Karl,1998,9,27,0,33.9,-47.3,hurricane,2.0,90,970,181,46,0
             Arthur,2014,7,4,31,34.7,-76.6,hurricane,2.0,85,974,190,60,0
             Gustav,2008,8,30,18,21.6,-82.5,hurricane,4.0,125,943,240,85,1
             Gordon,1994,11,17,18,31.5,-74.8,hurricane,1.0,65,981,257,51,0
              Cindy,1999,8,26,0,21.7,-48.2,hurricane,1.0,65,987,215,50,0
           Danielle,2022,9,4,12,38.1,-45.4,hurricane,1.0,70,979,200,50,0
              Diana,1984,9,11,12,32.6,-78.4,hurricane,3.0,100,960,202,60,1
               Iris,2001,10,7,0,16.9,-74.0,hurricane,1.0,75,993,171,29,0
             Dorian,2019,9,2,21,26.6,-77.8,hurricane,5.0,155,914,220,65,1
            Epsilon,2020,10,24,60,36.8,-62.1,hurricane,1.0,75,957,560,110,0
            Isidore,1996,9,29,18,22.6,-40.9,hurricane,1.0,65,986,221,53,0
            Matthew,2016,10,1,0,13.4,-71.9,hurricane,5.0,145,942,260,60,1
              Isaac,2012,8,29,12,29.4,-90.5,hurricane,1.0,65,968,330,50,0
               Gert,1993,9,21,0,21.1,-98.3,hurricane,1.0,65,984,219,55,0
             Helene,1988,9,27,60,28.2,-51.9,hurricane,1.0,75,979,247,67,0
           Florence,2018,9,11,60,26.0,-63.2,hurricane,4.0,115,950,270,65,1
             Bonnie,1998,8,25,60,27.8,-73.8,hurricane,3.0,100,962,218,65,1
            Edouard,1996,9,1,12,36.5,-70.2,hurricane,2.0,95,958,193,64,0
               Bret,1999,8,21,18,23.8,-95.0,hurricane,2.0,90,975,240,76,0
            Frances,2004,8,28,0,15.9,-50.0,hurricane,3.0,100,962,170,40,1
             Gloria,1979,9,10,60,31.2,-45.8,hurricane,1.0,65,991,242,49,0
              Klaus,1984,11,11,12,32.2,-52.4,hurricane,1.0,70,977,233,52,0
             Helene,2006,9,24,0,38.6,-43.2,hurricane,1.0,70,964,575,180,0
              Felix,2001,9,16,60,32.6,-34.8,hurricane,1.0,80,976,219,59,0
              Wilma,2005,10,22,12,21.0,-87.1,hurricane,3.0,100,947,325,150,1
              Allen,1980,8,5,18,16.5,-72.3,hurricane,5.0,150,940,207,65,1
              Emily,1981,9,7,18,42.3,-54.1,hurricane,1.0,65,978,424,79,0
               Luis,1995,9,5,0,17.1,-60.1,hurricane,4.0,125,940,238,72,1
            Marilyn,1995,9,14,12,14.2,-59.8,hurricane,1.0,70,986,175,30,0
             Dennis,1999,8,31,12,35.2,-72.8,hurricane,1.0,75,983,228,66,0
             Dorian,2019,8,29,0,19.2,-65.7,hurricane,1.0,75,989,90,15,0
            Matthew,2016,10,6,18,25.7,-78.3,hurricane,4.0,120,937,250,80,1
              Irene,2011,8,23,0,19.7,-68.8,hurricane,1.0,80,981,210,35,0
              Irene,1999,10,15,60,23.8,-82.2,hurricane,1.0,65,988,248,53,0
              Doris,1975,9,3,18,42.0,-42.5,hurricane,2.0,90,970,409,85,0
           Humberto,2019,9,19,60,34.5,-62.9,hurricane,3.0,105,951,400,140,1
              Larry,2021,9,6,0,20.7,-51.2,hurricane,3.0,110,953,290,100,1
              Sandy,2012,10,27,18,29.7,-75.6,hurricane,1.0,70,960,690,180,0
            Gilbert,1988,9,17,0,24.4,-98.2,hurricane,1.0,80,964,233,64,0
             Harvey,2017,8,25,18,27.1,-96.3,hurricane,3.0,105,943,200,50,1
           Humberto,2019,9,18,60,31.5,-70.3,hurricane,3.0,105,951,290,110,1
              Cindy,1999,8,27,60,27.2,-54.3,hurricane,1.0,80,978,236,66,0
              Isaac,2024,9,28,0,38.0,-44.4,hurricane,2.0,85,965,190,20,0
              Irene,1981,9,25,0,15.6,-50.1,hurricane,1.0,65,987,173,33,0
           Danielle,2010,8,27,18,27.1,-60.1,hurricane,4.0,115,942,310,100,1
            Lorenzo,2019,9,28,18,22.9,-45.0,hurricane,4.0,115,951,380,90,1
            Frances,1980,9,14,12,20.8,-46.9,hurricane,2.0,90,965,238,60,0
           Danielle,1998,9,3,12,43.4,-54.8,hurricane,1.0,70,965,389,76,0
               Opal,1995,10,4,22,30.3,-87.1,hurricane,3.0,100,942,243,64,1
               Iris,2001,10,8,60,17.2,-82.3,hurricane,2.0,90,963,267,76,0
              Sally,2020,9,16,60,29.9,-87.9,hurricane,2.0,95,967,190,55,0
             Helene,2006,9,16,18,18.9,-46.2,hurricane,1.0,65,986,250,25,0
              Maria,2005,9,6,60,33.0,-56.5,hurricane,2.0,90,970,180,35,0
          Gabrielle,2001,9,17,60,34.0,-68.5,hurricane,1.0,65,991,263,52,0
            Frances,1980,9,13,0,18.6,-39.6,hurricane,1.0,80,970,235,53,0
               Igor,2010,9,16,60,20.4,-56.5,hurricane,4.0,125,929,420,105,1
           Michelle,2001,11,4,60,20.1,-83.3,hurricane,4.0,120,944,302,109,1
            Lorenzo,2019,9,29,18,26.4,-44.4,hurricane,2.0,90,950,400,130,0
               Erin,1989,8,26,12,47.0,-35.1,hurricane,1.0,70,983,477,95,0
               Irma,2017,9,5,12,16.7,-57.8,hurricane,5.0,150,929,240,80,1
             Helene,2018,9,10,18,14.8,-30.8,hurricane,2.0,90,973,150,50,0
             Dennis,2005,7,7,18,18.5,-76.1,hurricane,3.0,100,957,210,60,1
              Lenny,1999,11,16,60,15.1,-72.0,hurricane,1.0,75,974,218,47,0
               Gert,2017,8,16,60,35.4,-69.5,hurricane,1.0,80,973,180,50,0
              Larry,2021,9,10,12,38.9,-61.1,hurricane,1.0,70,961,400,90,0
              Oscar,2018,10,29,18,26.2,-58.5,hurricane,2.0,85,974,100,25,0
              Floyd,1999,9,15,60,28.2,-78.5,hurricane,3.0,110,935,213,63,1
            Katrina,1981,11,5,12,20.0,-80.5,hurricane,1.0,75,980,176,26,0
             Gaston,2016,9,1,18,37.8,-39.5,hurricane,1.0,75,981,270,90,0
               Lili,1984,12,21,0,30.0,-52.2,hurricane,1.0,70,980,247,56,0
              Emily,1993,9,3,0,38.6,-59.6,hurricane,1.0,80,975,418,96,0
            Flossie,1978,9,12,60,31.4,-44.0,hurricane,1.0,65,992,242,49,0
               Gert,2017,8,16,12,36.8,-67.1,hurricane,2.0,85,969,190,50,0
              Delta,2020,10,9,18,28.7,-93.6,hurricane,2.0,90,966,250,60,0
            Ernesto,2012,8,8,31,18.8,-87.7,hurricane,2.0,85,973,210,30,0
             Bonnie,1998,8,24,60,25.2,-72.1,hurricane,3.0,100,960,293,100,1
              Wilma,2005,10,25,12,36.8,-67.9,hurricane,2.0,90,970,575,135,0
               Luis,1995,9,3,12,17.3,-53.1,hurricane,4.0,120,948,211,59,1
           Philippe,2011,10,4,0,23.8,-56.6,hurricane,1.0,65,992,135,25,0
            Ernesto,2024,8,16,60,27.7,-67.5,hurricane,2.0,85,968,360,105,0
            Roxanne,1995,10,11,18,19.7,-90.0,hurricane,1.0,70,987,214,46,0
               Rina,2011,10,26,12,17.7,-85.4,hurricane,2.0,85,973,180,40,0
             Gustav,2008,8,29,18,18.8,-79.2,hurricane,1.0,65,984,220,25,0
              Floyd,1993,9,10,0,43.8,-53.9,hurricane,1.0,65,990,498,89,0
             Fabian,2003,8,30,60,16.7,-46.9,hurricane,1.0,70,984,215,44,0
          Josephine,1984,10,15,60,36.2,-68.4,hurricane,1.0,65,966,255,52,0
              Katia,2011,9,5,12,24.2,-62.6,hurricane,3.0,100,950,270,100,1
               Lili,1996,10,18,12,22.4,-81.5,hurricane,2.0,85,975,334,128,0
            Alberto,2000,8,21,0,37.9,-47.5,hurricane,2.0,85,974,195,59,0
          Gabrielle,1989,9,2,12,14.4,-42.0,hurricane,2.0,85,974,207,45,0
               Kate,2003,10,4,12,30.1,-52.8,hurricane,3.0,105,956,250,67,1
               Earl,2022,9,6,18,23.9,-65.7,hurricane,1.0,65,994,160,30,0
            Epsilon,2020,10,21,60,28.7,-57.7,hurricane,1.0,75,976,460,35,0
              Katia,2011,9,3,18,19.9,-56.2,hurricane,1.0,65,982,240,30,0
                Ian,2022,9,27,18,23.5,-83.3,hurricane,3.0,105,951,240,55,1
               Ivan,1980,10,6,0,30.1,-30.5,hurricane,1.0,65,992,221,48,0
              Floyd,1999,9,16,0,32.1,-78.7,hurricane,2.0,90,950,203,63,0
                Lee,2023,9,10,60,21.2,-60.2,hurricane,2.0,90,960,240,65,0
              Mitch,1998,10,28,0,16.6,-85.6,hurricane,5.0,140,933,312,102,1
             Evelyn,1977,10,15,12,45.5,-60.1,hurricane,1.0,70,998,477,103,0
               Bill,1997,7,12,15,38.8,-60.0,hurricane,1.0,65,986,289,44,0
            Ophelia,2005,9,11,60,31.7,-75.9,hurricane,1.0,75,978,260,55,0
             Rafael,2012,10,15,60,22.0,-65.2,hurricane,1.0,65,986,250,50,0
               Dean,1989,8,3,60,18.9,-61.7,hurricane,1.0,70,987,221,44,0
               Earl,1980,9,10,0,43.0,-39.0,hurricane,1.0,65,994,407,70,0
            Charley,1992,9,26,0,35.9,-32.8,hurricane,1.0,70,979,237,61,0
                Ian,2022,9,26,12,18.7,-82.4,hurricane,1.0,70,981,170,20,0
               Jose,1999,10,24,12,29.7,-61.1,hurricane,1.0,65,987,308,45,0
              Emily,1981,9,4,0,34.6,-63.6,hurricane,1.0,65,976,234,55,0
             Leslie,2024,10,7,18,16.8,-41.9,hurricane,1.0,65,989,150,10,0
               Earl,1986,9,13,12,29.5,-54.9,hurricane,2.0,90,983,234,61,0
               Lili,1996,10,24,18,34.1,-51.2,hurricane,1.0,75,979,313,67,0
              Wilma,2005,10,23,18,23.1,-85.4,hurricane,2.0,90,963,350,125,0
              Oscar,2024,10,19,18,21.4,-70.6,hurricane,1.0,70,989,70,10,0
           Philippe,2005,9,19,0,16.2,-55.8,hurricane,1.0,65,987,110,15,0
              Allen,1980,8,8,12,23.4,-90.5,hurricane,4.0,115,960,334,140,1
              Debby,1982,9,18,12,41.6,-58.5,hurricane,3.0,110,954,592,133,1
              Elena,1985,8,29,18,25.9,-85.8,hurricane,1.0,70,990,218,64,0
               Kirk,2024,10,3,12,20.1,-45.5,hurricane,3.0,110,948,280,45,1
             Nicole,1998,12,1,60,37.0,-35.5,hurricane,1.0,70,980,225,56,0
              Allen,1980,8,7,60,20.4,-83.6,hurricane,5.0,145,935,217,66,1
              Felix,2001,9,16,12,33.4,-33.3,hurricane,1.0,75,977,227,58,0
             Gloria,1985,9,25,18,26.9,-73.0,hurricane,2.0,95,933,284,105,0
           Humberto,2001,9,26,18,41.8,-57.5,hurricane,1.0,80,977,534,124,0
             Jeanne,1998,9,24,0,15.4,-32.1,hurricane,2.0,85,972,194,46,0
             Gloria,1985,9,23,60,19.7,-61.5,hurricane,1.0,65,989,225,49,0
               Earl,1986,9,12,60,26.3,-54.3,hurricane,1.0,80,993,231,63,0
             Leslie,2012,9,10,18,38.5,-59.8,hurricane,1.0,65,975,330,20,0
               Igor,2010,9,12,18,17.7,-46.1,hurricane,4.0,115,948,240,60,1
              Emily,1993,9,2,60,39.2,-66.0,hurricane,2.0,90,972,401,97,0
              Julia,2010,9,15,0,16.4,-30.6,hurricane,2.0,90,973,150,40,0
              Sandy,2012,10,24,18,17.7,-76.7,hurricane,1.0,75,972,250,55,0
              Delta,2020,10,10,0,30.1,-92.9,hurricane,1.0,75,971,240,40,0
               Jose,1999,10,20,60,16.3,-60.2,hurricane,1.0,80,979,282,66,0
             Helene,2006,9,24,12,40.6,-38.2,hurricane,1.0,65,964,650,180,0
             Helene,2006,9,19,0,24.0,-51.0,hurricane,2.0,95,962,300,100,0
             Gordon,2006,9,14,12,29.1,-56.2,hurricane,3.0,105,956,210,50,1
          Gabrielle,1989,9,6,0,22.2,-58.3,hurricane,4.0,125,944,212,66,1
              Doris,1975,8,31,60,34.8,-45.7,hurricane,1.0,65,990,236,54,0
             Helene,1988,9,30,60,50.2,-34.5,hurricane,1.0,65,990,425,74,0
           Florence,1988,9,10,0,28.7,-89.3,hurricane,1.0,70,983,234,57,0
             Gustav,2008,9,1,0,26.9,-87.7,hurricane,2.0,95,953,360,100,0
              Irene,1981,9,27,18,23.8,-57.2,hurricane,2.0,95,966,223,61,0
                Lee,2023,9,6,18,14.6,-46.1,hurricane,1.0,65,991,140,15,0
               Ivan,1980,10,7,12,29.5,-31.7,hurricane,2.0,90,970,258,69,0
              Maria,2011,9,16,0,36.8,-64.8,hurricane,1.0,70,984,240,40,0
              Laura,2020,8,26,60,25.6,-90.2,hurricane,2.0,90,978,230,90,0
              David,1979,8,27,12,11.8,-50.0,hurricane,1.0,80,966,230,51,0
             Margot,2023,9,14,18,36.6,-39.6,hurricane,1.0,70,978,370,60,0
              Emily,1981,9,7,12,42.0,-55.0,hurricane,1.0,70,976,398,84,0
               Kirk,2012,8,30,12,26.8,-49.3,hurricane,1.0,65,989,90,15,0
               Kyle,2002,9,26,18,27.8,-59.0,hurricane,1.0,75,981,232,70,0
              Danny,2015,8,22,18,15.5,-52.7,hurricane,1.0,65,990,80,10,0
               Emmy,1976,9,4,0,38.8,-26.8,hurricane,1.0,65,988,281,57,0
            Matthew,2016,10,2,0,13.5,-73.5,hurricane,4.0,130,940,250,45,1
            Isidore,1990,9,15,18,40.3,-48.0,hurricane,1.0,65,987,317,57,0
            Georges,1998,9,23,60,19.0,-72.1,hurricane,1.0,65,990,220,48,0
               Lili,1996,10,18,18,22.5,-80.0,hurricane,1.0,80,975,287,86,0
              Chris,1994,8,19,12,19.0,-53.2,hurricane,1.0,70,979,218,47,0
              Katia,2011,9,8,12,32.8,-70.2,hurricane,1.0,80,966,360,130,0
              Debby,1982,9,19,12,48.5,-47.1,hurricane,1.0,70,987,479,110,0
               Luis,1995,9,3,0,17.3,-50.5,hurricane,4.0,120,948,221,59,1
              Joyce,2000,9,29,0,10.9,-46.1,hurricane,1.0,75,977,126,30,0
               Noel,2007,11,2,12,28.7,-74.4,hurricane,1.0,70,981,420,90,0
              Emily,2005,7,15,60,13.7,-68.4,hurricane,4.0,115,952,190,50,1
             Margot,2023,9,12,60,28.6,-39.4,hurricane,1.0,75,977,310,40,0
             Jeanne,1998,9,23,12,14.5,-29.5,hurricane,1.0,80,975,192,47,0
               Lili,1984,12,20,12,31.1,-52.4,hurricane,1.0,70,980,254,55,0
              Nigel,2023,9,21,60,40.0,-49.2,hurricane,1.0,75,975,260,80,0
              Allen,1980,8,9,18,25.4,-96.1,hurricane,4.0,125,925,330,146,1
              Oscar,2018,10,30,0,27.0,-58.5,hurricane,2.0,95,966,100,25,0
             Martin,2022,11,2,12,35.1,-50.9,hurricane,1.0,65,983,200,30,0
              Felix,1995,8,11,60,19.6,-53.9,hurricane,1.0,70,980,220,45,0
             Jeanne,1980,11,11,12,24.1,-87.0,hurricane,1.0,65,992,216,49,0
              Katia,2011,9,2,60,16.8,-51.2,hurricane,1.0,65,988,240,30,0
               Emmy,1976,8,30,12,34.9,-52.0,hurricane,2.0,90,975,226,62,0
             Gordon,2006,9,18,12,36.9,-48.7,hurricane,1.0,80,976,160,50,0
              Anita,1977,9,1,18,25.2,-95.5,hurricane,3.0,110,945,336,141,1
            Alberto,2000,8,8,0,16.7,-43.6,hurricane,1.0,75,979,170,34,0
            Ophelia,2017,10,13,12,31.4,-33.4,hurricane,1.0,80,974,150,40,0
              Belle,1976,8,9,12,34.4,-74.7,hurricane,2.0,95,963,206,61,0
            Ophelia,2005,9,15,12,34.7,-75.8,hurricane,1.0,65,984,220,65,0
                Ike,2008,9,10,18,24.2,-85.8,hurricane,2.0,85,958,340,120,0
              Isaac,2000,9,25,12,17.2,-40.4,hurricane,2.0,90,970,269,67,0
             Bertha,2008,7,19,60,40.4,-48.0,hurricane,1.0,65,989,225,40,0
              Sandy,2012,10,29,0,33.9,-71.0,hurricane,1.0,70,950,850,150,0
            Alberto,2000,8,6,12,14.7,-35.4,hurricane,1.0,70,983,170,31,0
            Frances,2004,8,27,60,14.2,-47.8,hurricane,1.0,75,980,135,30,0
